REVISED 7/3/19,,,,,,,,,,,,,,,,,,,,
OBS SPRING SALE OF TWO-YEAR-OLDS IN TRAINING,,,,,,,,,,,,,,,,,,,,
"APRIL 23 - 26, 2019",,,,,,,,,,,,,,,,,,,,
hip#,Name,Color,Sex,Foal Date,Sire,Dam,Dam Sire,Sort By Dam,Consignor,Area ID,Barn,work time,set,day,Buyer ,Price ,PS,Status ,out date,AlphSort
430,,CH,C,2/16/2017,Munnings,One True Love (IRE),Duke of Marmalade (IRE),OneTrueLoveIRE,Brick City Thoroughbreds,KY,19,10.1,17,4/17,"Charles H. Boden, Agent for Colts Neck Stables LLC","230,000",,,,Brick City Thoroughbreds
431,,B,C,1/18/2017,Atreides,On Rainbow Bridge,Bold Executive,OnRainbowBridge,"Golden Rock Thoroughbreds, Agent IV",ON,16,10.2,100,4/17,"75,000",Not Sold,,,,Golden Rock Thoroughbreds
432,,CH,C,1/21/2017,Shackleford,Opera,Smart Strike,Opera,Fabian Sales,KY,7,21.1,72,4/17,"Oracle Bloodstock, Agent","70,000",,,,Fabian Sales
433,,GR/RO,F,1/18/2017,Constitution,Our Jenny B,Tale of the Cat,OurJennyB,"Eisaman Equine, Agent",KY,7,10.1,27,4/17,"Linda Rice, Agent for D J Stable","240,000",,,,Eisaman Equine
434,,B,C,4/18/2017,Tale of Ekati,Our Joy,El Prado (IRE),OurJoy,"S B M Training and Sales, Agent I",KY,15,out,,,Withdrawn,Out,,Out,4/11/2019,S B M Training and Sales
435,,B,F,3/16/2017,Quality Road,Outtacypresshills,Big Brown,Outtacypresshills,"de Meric Sales, Agent VI",NY,12,10.2,60,4/17,Withdrawn,Out,,Out,4/24/2019,de Meric Sales
436,I Hear You,B,F,3/10/2017,Street Sense,Overheard,Macho Uno,Overheard,"RiceHorse Stable (Brandon & Ali Rice), Agent",KY,17,21.2,19,4/17,"Bradley Thoroughbreds LLC, Agent","250,000",,,,RiceHorse
437,,B,C,5/21/2017,Flatter,Overrated,Smart Strike,Overrated,"Kings Equine, Agent VIII",KY,2,10.2,118,4/17,SROA (K.O.I.D.),"35,000",,,,
438,,DB/BR,F,2/23/2017,Bayern,Overseen,First Defence,Overseen,"Hidden Brook, Agent VII",KY,10,10.0,70,4/17,"65,000",Not Sold,,,,Hidden Brook Farm
439,,GR/RO,F,2/25/2017,Liam's Map,Painted Woman,Forest Wildcat,PaintedWoman,"Tom McCrocklin, Agent XIV",KY,2,21.1,26,4/17,"Bradley Thoroughbreds LLC, Agent","130,000",,,,McCrocklin Tom
440,,DB/BR,F,3/24/2017,Empire Maker,Palooza,Hennessy,Palooza,"Kings Equine, Agent VII",KY,2,10.1,93,4/17,D. J. Stables,"140,000",,,,Kings Equine
441,,B,C,4/2/2017,Goldencents,Pankhurst,Artie Schiller,Pankhurst,"Woodford Thoroughbreds, Agent",KY,17,10.2,138,4/17,Javier Arellano,"20,000",,,,Woodford Thoroughbreds
442,,DB/BR,C,2/16/2017,Tapizar,Papayita,West Acre,Papayita,"Off the Hook LLC, Agent VII",FL,13,10.2,161,4/17,Withdrawn,Out,,Out,4/22/2019,Off the Hook LLC
443,,CH,C,1/25/2017,Will Take Charge,Paradise Alley,Flower Alley,ParadiseAlley,"de Meric Sales, Agent XXIX",FL,12,10.2,142,4/17,Dennis O'Neill,"135,000",,,,de Meric Sales
444,,B,F,4/8/2017,Quality Road,Paris Rose,Accelerator,ParisRose,"de Meric Sales, Agent XXX",KY,12,9.4,4,4/17,Narvick Int'l,"1,000,000",,,,de Meric Sales
445,,CH,C,5/24/2017,American Pharoah,Parris Hill,A.P. Indy,ParrisHill,"Sequel Bloodstock, Agent",KY,9,10.1,13,4/17,"Linda Rice, Agent for D J Stable","475,000",,,,Sequel Bloodstock
446,,GR/RO,F,3/17/2017,Temple City,Part of the Charm,Tapit,PartoftheCharm,"Kings Equine, Agent for Spendthrift Farm LLC",KY,2,10.0,59,4/17,Gary Young,"105,000",,,,Kings Equine
447,Ms. Malevolence,DB/BR,F,2/19/2017,Violence,Parvati,Dixieland Band,Parvati,"Classic Bloodstock LLC, Agent",FL,17,21.0,46,4/17,"95,000",Not Sold,,,,Classic Bloodstock LLC
448,,CH,C,3/20/2017,Will Take Charge,Pashmina,Pentelicus,Pashmina,"Off the Hook LLC, Agent XVII",FL,13,10.2,55,4/17,"Scott Lake, Agent for Richard Malouf","40,000",,,,Off the Hook LLC
449,Lady Magnolia,GR/RO,F,4/27/2017,Tritap,Passionate Dancer,Cat Thief,PassionateDancer,"Randy Miles, Agent III",MD,18,out,,,Withdrawn,Out,,Out,4/17/2019,Miles Randy
450,,DB/BR,C,2/12/2017,Midshipman,Passion for Words,Benchmark,PassionforWords,"Grassroots Training & Sales LLC, Agent III",LA,J,10.1,106,4/17,"Mike Maker, Agent","85,000",,,,Grassroots Training & Sales LLC
451,,B,F,3/12/2017,Bodemeister,Past Twilight,Pulpit,PastTwilight,"Wavertree Stables, Inc. (Ciaran Dunne), Agent IX",KY,5,21.0,10,4/17,"Brooke Hubbard, Agent","135,000",,,,"Wavertree Stables, Inc."
452,,B,C,4/13/2017,Stay Thirsty,Patriotic Viva,Whywhywhy,PatrioticViva,"Off the Hook LLC, Agent IX",KY,13,10.1,1,4/17,J. A. S.,"170,000",,,,Off the Hook LLC
453,,B,C,4/11/2017,Speightstown,Pay Lady,Seeking the Gold,PayLady,"Scanlon Training & Sales, Agent for Excel Bloodstock (Bruno DeBerdt)",KY,1,9.4,16,4/17,Lael Stable,"585,000",,,,Scanlon Training Center
454,,B,F,1/14/2017,Will Take Charge,Peace Preserver,War Front,PeacePreserver,"de Meric Sales, Agent XV",FL,12,out,,,Withdrawn,Out,,Out,3/27/2019,de Meric Sales
455,,B,C,3/24/2017,Union Rags,Peace Royale (GER),Sholokhov (IRE),PeaceRoyaleGER,Bold Arrow Thoroughbreds,KY,G,10.2,115,4/17,Carlo Vaccarezza,"37,000",,,,Bold Arrow Thoroughbreds
456,,B,C,4/3/2017,Uncle Mo,Peace Time,War Front,PeaceTime,"Brick City Thoroughbreds, Agent",KY,19,out,,,Withdrawn,Out,,Out,4/17/2019,Brick City Thoroughbreds
457,,CH,C,4/6/2017,New Year's Day,Pearl Is Discreet,Discreet Cat,PearlIsDiscreet,"Altamira Stable LLC, Agent",KY,H,21.0,47,4/17,Steve Henry,"65,000",,,,Altamira Stable LLC
458,,DB/BR,C,5/5/2017,Archarcharch,Pennymoney,Forestry,Pennymoney,RiceHorse Stable (Brandon & Ali Rice),KY,17,10.1,134,4/17,John P. Warren,"45,000",,,,RiceHorse
459,Superman's Kitten,B,C,3/23/2017,Kitten's Joy,Perfect Agility,Perfect Soul (IRE),PerfectAgility,"Eddie Woods, Agent LXVII",KY,11,21.3,126,4/17,"Mike Maker, Agent","42,000",,,,Woods Eddie
460,,DB/BR,C,3/9/2017,I Spent It,Perfect Biscuit,Political Force,PerfectBiscuit,"Blue River Bloodstock, Inc., Agent II",FL,18,10.1,137,4/17,Jose Garoffalo,"11,000",,,,Blue River Bloodstock
461,Babylikestoboogie,B,F,3/28/2017,Fast Anna,Perfect Story,Tale of the Cat,PerfectStory,"Envision Equine, Agent",FL,D,out,,,Withdrawn,Out,,Out,4/14/2019,Envision Equine
462,,B,F,4/10/2017,Bodemeister,Personal Sunset,Belong to Me,PersonalSunset,"Old South Farm LLC, Agent",KY,9,10.1,31,4/17,"29,000",Not Sold,,,,Old South Farm LLC
463,,B,F,2/28/2017,Maclean's Music,Pete's Fancy,Peteski,PetesFancy,"All In Sales (Tony Bowling), Agent",KY,F,out,,,Withdrawn,Out,,Out,4/17/2019,All In Sales
464,You Got Me,CH,C,5/2/2017,Uncaptured,Petunia Face,Congrats,PetuniaFace,"Eisaman Equine, Agent",FL,7,out,,,Withdrawn,Out,,Out,4/17/2019,Eisaman Equine
465,,B,F,3/15/2017,Warrior's Reward,Pico Da Neblina,War Chant,PicoDaNeblina,Circle D Thoroughbreds,KY,G,10.1,107,4/17,"39,000",Not Sold,,,,Circle D Thoroughbreds
466,,GR/RO,C,3/31/2017,Graydar,Pink Diamond,Mineshaft,PinkDiamond,Costanzo Sales,KY,9,out,,,Withdrawn,Out,,Out,4/17/2019,Costanzo Sales
467,,CH,F,2/11/2017,Street Boss,P. J.'s Eskimo,Eskimo,PJsEskimo,"Eddie Woods, Agent XLII",FL,11,21.3,80,4/17,Withdrawn,Out,,Out,4/24/2019,Woods Eddie
468,,GR/RO,F,4/11/2017,Mineshaft,Platinum Bride,Alphabet Soup,PlatinumBride,"Brick City Thoroughbreds, Agent I",KY,19,10.0,99,4/17,Charles Marquis,"120,000",,,,Brick City Thoroughbreds
469,,GR/RO,F,1/19/2017,Fast Anna,Platinum Song,My Golden Song,PlatinumSong,"Randy Miles, Agent VI",KY,18,out,,,Withdrawn,Out,,Out,4/17/2019,Miles Randy
470,,DB/BR,F,3/30/2017,Carpe Diem,Playmates Arch,Arch,PlaymatesArch,"Woodford Thoroughbreds, Agent",KY,17,10.2,112,4/17,"195,000",Not Sold,,,,Woodford Thoroughbreds
471,,B,C,2/1/2017,Palace Malice,Pleasant Dance,Any Given Saturday,PleasantDance,"Eisaman Equine, Agent",CO,7,out,,,Withdrawn,Out,,Out,4/17/2019,Eisaman Equine
472,,CH,C,4/6/2017,Flatter,Please Be Discreet,Discreet Cat,PleaseBeDiscreet,"Hemingway Racing and Training Stables LLC, Agent VII",KY,16,10.2,156,4/17,Charlie J. Williams LLC,"65,000",PS,,,Hemingway Racing and Training LLC
473,,DB/BR,C,1/25/2017,Awesome Again,Pledge Pin,Chatain,PledgePin,"Paul Sharp, Agent I",KY,C,10.1,39,4/17,"Kim Valerio, Agent","200,000",,,,Sharp Paul M.
474,,CH,C,5/2/2017,Chitu,Plenty of Silver,Distorted Humor,PlentyofSilver,"Julie Davies LLC, Agent XXX",NY,19,out,,,Withdrawn,Out,,Out,4/16/2019,Davies Julie
475,,CH,C,4/20/2017,Twirling Candy,Plinking,Talkin Man,Plinking,"Eddie Woods, Agent XLVI",NY,11,out,,,Withdrawn,Out,,Out,4/9/2019,Woods Eddie
476,,DB/BR,C,2/16/2017,Drill,Point to the Wild,Wild and Wicked,PointtotheWild,"Rivera Training and Sales, Agent",FL,E,21.3,82,4/17,"Mike McDonald, Agent","20,000",,,,Rivera Training and Sales
477,,B,F,2/1/2017,Lookin At Lucky,Pola's Place,Out of Place,PolasPlace,"Craig L. Wheeler, Agent",KY,3,10.2,86,4/17,Franklin Ave. Equine LLC,"60,000",,,,Wheeler Craig L.
478,,B,F,2/12/2017,Danza,Polish Silk,Polish Pro,PolishSilk,"Best A Luck Farm LLC, Agent VI",KY,3,9.4,44,4/17,Sheikh Rashid Humaid Al Noaimi,"400,000",,,,Best A Luck Farm LLC
479,Lucky Polly,CH,F,3/8/2017,Lookin At Lucky,Polly Alexander (IRE),Foxhound,PollyAlexanderIRE,"Eddie Woods, Agent LXVIII",KY,11,out,,,Withdrawn,Out,,Out,3/28/2019,Woods Eddie
480,,B,F,1/30/2017,Street Sense,Pomarine,Aptitude,Pomarine,RiceHorse Stable (Brandon & Ali Rice),KY,17,10.3,157,4/17,Withdrawn,Out,,Out,4/24/2019,RiceHorse
481,,B,C,5/3/2017,Congrats,Ponderway,Prized,Ponderway,"Tom McCrocklin, Agent III",KY,2,21.0,154,4/17,"LEB, Agent for West Point Tb's & M. Zuckerberg","183,000",,,,McCrocklin Tom
482,,B,F,4/7/2017,Justin Phillip,Pontificating,Gio Ponti,Pontificating,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XX",KY,5,10.0,139,4/17,Tom Bickers (Circle B Racing LLC),"80,000",,,,"Wavertree Stables, Inc."
483,,B,F,4/21/2017,Competitive Edge,Ponya,E Dubai,Ponya,"Woodford Thoroughbreds, Agent",KY,17,21.1,75,4/17,"72,000",Not Sold,,,,Woodford Thoroughbreds
484,,DB/BR,C,2/12/2017,Twirling Candy,Pool Party,Distorted Humor,PoolParty,"Off the Hook LLC, Agent",NY,13,10.3,32,4/17,Carlo Vaccarezza,"75,000",,,,Off the Hook LLC
485,,B,C,1/30/2017,Lemon Drop Kid,Port of Entry,Fusaichi Pegasus,PortofEntry,"Niall Brennan Stables, Agent XXXVI",KY,8,21.2,11,4/17,"Lonnie Briley, Agent","65,000",PS,,,Brennan Niall
486,,CH,F,3/29/2017,The Big Beast,Potluck Dinner,Pentelicus,PotluckDinner,Ocala Stud,FL,4,21.1,28,4/17,"Gary Contessa, Agent","205,000",,,,Ocala Stud
487,,CH,C,4/16/2017,Competitive Edge,Praviana,Tapit,Praviana,"Woodford Thoroughbreds, Agent",KY,17,21.0,6,4/17,"Tom McCrocklin, Agent","100,000",PS,,,Woodford Thoroughbreds
488,,B,F,4/7/2017,Goldencents,Pray for Grace,Songandaprayer,PrayforGrace,"Scanlon Training & Sales, Agent X",KY,1,10.1,73,4/17,Joey Platts,"180,000",,,,Scanlon Training Center
489,,GR/RO,C,5/5/2017,Creative Cause,Predictress,Vicar,Predictress,"Parrish Farms, Agent",KY,10,10.2,71,4/17,Richard Perkins,"55,000",PS,,,Parrish Farms
490,Preseli's Tale,B,C,3/9/2017,Tale of Ekati,Preseli's Pulpit,Pulpit,PreselisPulpit,"McKathan Bros., Agent VI",KY,6,out,,,Withdrawn,Out,,Out,4/17/2019,McKathan Bros.
491,Karakontie Flyer,B,F,4/27/2017,Karakontie (JPN),Pretty City,Carson City,PrettyCity,"Ocala Stud, Agent",KY,4,out,,,Withdrawn,Out,,Out,3/28/2019,Ocala Stud
492,,CH,F,4/28/2017,Sky Mesa,Pretty Cool,Smart Strike,PrettyCool,"Top Line Sales LLC, Agent XXIV",KY,14,10.1,104,4/17,Robert S. Vukelic,"30,000",,,,Top Line Sales
493,Airedale,CH,C,2/14/2017,Midshipman,Pretty Honoree,Double Honor,PrettyHonoree,All Dreams Equine,NY,20,10.3,105,4/17,Champion Racing Stable,"8,000",,,,All Dreams Equine
494,,B,F,4/27/2017,Freud,Pretty Squall,River Squall,PrettySquall,Crupi's New Castle Farm,NY,6,out,,,Withdrawn,Out,,Out,4/10/2019,Crupi's New Castle Farm
495,,GR/RO,F,4/6/2017,Shanghai Bobby,Prime the Pump,Unbridled's Song,PrimethePump,"de Meric Sales, Agent V",KY,12,21.4,125,4/17,SROA (K.O.I.D.),"37,000",,,,de Meric Sales
496,,B,C,4/29/2017,Competitive Edge,Princess Composer,Composer,PrincessComposer,"Golden Rock Thoroughbreds, Agent X",LA,16,21.0,20,4/17,Marc Winston,"125,000",,,,Golden Rock Thoroughbreds
497,Korea Gijeok (KOR),CH,C,2/3/2017,Hansen,Priscilla (KOR),Biwa Shinseiki (JPN),PriscillaKOR,"de Meric Sales, Agent XXV",KOR,12,10.1,83,4/17,Withdrawn,Out,,Out,4/22/2019,de Meric Sales
498,Ima Daredevil,CH,F,4/2/2017,Daredevil,Prom Dress,Stephen Got Even,PromDress,"Timber Creek, Agent",NC,6,10.1,38,4/17,Blackstone Street Racing,"5,000",,,,Timber Creek
499,,CH,F,3/2/2017,Fast Anna,Promise Me Joy,Kitten's Joy,PromiseMeJoy,"Julie Davies LLC, Agent III",KY,19,10.1,76,4/17,SROA (K.O.I.D.),"34,000",,,,Davies Julie
500,,CH,F,4/26/2017,Freud,Promising Vow,Broken Vow,PromisingVow,"Sequel Bloodstock, Agent",NY,9,10.1,98,4/17,Windylea Farm LLC,"30,000",,,,Sequel Bloodstock
501,,DB/BR,F,3/17/2017,Palace Malice,Prospective Saint,Saint Ballado,ProspectiveSaint,"Scanlon Training & Sales, Agent X",KY,1,10.3,130,4/17,Withdrawn,Out,,Out,4/24/2019,Scanlon Training Center
502,,GR/RO,F,2/20/2017,The Factor,Proud and Charming,Proud Citizen,ProudandCharming,"Altamira Stable LLC, Agent I",FL,H,10.2,145,4/17,Carole Sachs,"43,000",,,,Altamira Stable LLC
503,,B,F,5/10/2017,Uncaptured,Proud Brush,Proudest Romeo,ProudBrush,Hawks Nest LLC,FL,17,10.0,64,4/17,"Julian deMora, Jr.","50,000",,,,Hawks Nest LLC
504,,B,F,4/12/2017,The Factor,Provincial,Pulpit,Provincial,"Bobby Dodd, Agent VII",FL,10,10.1,117,4/17,"Bradley Thoroughbreds LLC, Agent","75,000",,,,Dodd Bobby
505,,CH,C,3/19/2017,Curlin,Puddifoot,Red Giant,Puddifoot,"Eisaman Equine, Agent",KY,7,out,,,Withdrawn,Out,,Out,4/17/2019,Eisaman Equine
506,,GR/RO,F,2/5/2017,American Pharoah,Pulsating,Pulpit,Pulsating,"Tom McCrocklin, Agent VI",FL,2,out,,,Withdrawn,Out,,Out,4/10/2019,McCrocklin Tom
507,,B,F,3/28/2017,Tonalist,Punkin's Pride,Bluegrass Cat,PunkinsPride,"Cary Frommer LLC, Agent",KY,10,10.2,149,4/17,"27,000",Not Sold,,,,Frommer Cary
508,,B,F,3/10/2017,Warrior's Reward,Pure Desire,Gold Legend,PureDesire,"Hartley / DeRenzo Thoroughbreds LLC, Agent",KY,5,20.4,20.4,4/21,Jay Em Ess Stable,"370,000",,,,Hartley / DeRenzo Thoroughbreds LLC
509,,DB/BR,C,5/15/2017,Commissioner,Pure Scarlett,Pure Prize,PureScarlett,"Southern Chase Farm, Inc. (Greg & Karen Dodd), Agent",KY,7,21.1,123,4/17,Emblem Stables,"90,000",,,,"Southern Chase Farm, Inc."
510,,DB/BR,C,3/7/2017,Pioneerof the Nile,Pure Smiles,Pure Prize,PureSmiles,"Hartley / DeRenzo Thoroughbreds LLC, Agent",FL,5,10.3,30,4/17,Withdrawn,Out,,Out,4/24/2019,Hartley / DeRenzo Thoroughbreds LLC
511,,DB/BR,C,4/25/2017,Mr Speaker,Purrfect Ride,Candy Ride (ARG),PurrfectRide,"Hemingway Racing and Training Stables LLC, Agent VIII",KY,16,10.1,29,4/17,Calumet Farm,"90,000",,,,Hemingway Racing and Training LLC
512,Lynnsmap,DB/BR,C,4/1/2017,Liam's Map,Puxa Saco,Dehere,PuxaSaco,"Randy Bradshaw, Agent IX",KY,18,10.1,42,4/17,Narvick Int'l,"285,000",PS,,,Bradshaw Randy
513,,B,F,1/29/2017,Run Away and Hide,Puype's Dream,Kris S.,PuypesDream,"Randy Miles, Agent XV",KY,18,10.2,53,4/17,Hooties Racing LLC & WSS Racing,"80,000",,,,Miles Randy
514,,B,C,5/7/2017,Kitten's Joy,Quad Tens,Rock Hard Ten,QuadTens,"Hoppel's Horse & Cattle Co., Inc., Agent",KY,A,10.2,153,4/17,"Mike Ryan, Agent","80,000",,,,"Hoppel's Horse & Cattle Co., Inc."
515,,B,C,4/16/2017,Summer Front,Quality Included,Include,QualityIncluded,Grassroots Training & Sales LLC,KY,J,10.2,66,4/17,"Tim Kegel, Agent","45,000",,,,Grassroots Training & Sales LLC
516,,B,C,4/17/2017,First Dude,Quality Silver,Eurosilver,QualitySilver,Best A Luck Farm LLC,MD,3,out,,,Withdrawn,Out,,Out,4/15/2019,Best A Luck Farm LLC
517,,B,F,4/21/2017,Bayern,Queenie Cat,Storm Cat,QueenieCat,"Harris Training Center LLC, Agent VII",CA,13,9.4,18,4/17,"Ben McElroy, Agent for KSI","400,000",,,,Harris Training Center LLC
518,,B,F,2/5/2017,Street Boss,Queen of Empire,Empire Maker,QueenofEmpire,"Ends Well, Agent II",KY,18,10.0,122,4/17,"120,000",Not Sold,,,,Ends Well
519,,B,C,1/21/2017,The Factor,Queen of Kings,Pioneerof the Nile,QueenofKings,"Julie Davies LLC, Agent XXXI",KY,19,21.4,108,4/17,Wayne Spalding,"25,000",,,,Davies Julie
520,,DB/BR,F,4/8/2017,Uncaptured,Queen of Scots,Impeachment,QueenofScots,"Hoppel's Horse & Cattle Co., Inc., Agent",FL,A,21.0,102,4/17,"Scott Lake, Agent for Richard Malouf","17,000",,,,"Hoppel's Horse & Cattle Co., Inc."
521,,B,C,5/4/2017,Majestic City,Quest for Candy,Candy Ride (ARG),QuestforCandy,"Eversole Thoroughbreds, Agent IV",NY,20,10.4,128,4/17,"Ham Stables, Ltd.","11,000",,,,Eversole Thoroughbreds
522,Liar Side Chat,DB/BR,C,3/22/2017,Take Charge Indy,Quick Lil Lady,Running Stag,QuickLilLady,"Paul Sharp, Agent II",PA,C,out,,,Withdrawn,Out,,Out,4/11/2019,Sharp Paul M.
523,,B,C,3/27/2017,Medal Count,Quiet Success,Successful Appeal,QuietSuccess,"Kings Equine, Agent for Spendthrift Farm LLC",KY,2,10.0,8,4/17,Brenda Tabraue,"90,000",,,,Kings Equine
524,,B,C,5/4/2017,Point of Entry,Rahy's Colors,Rahy,RahysColors,"Niall Brennan Stables, Agent I",NY,8,10.3,127,4/17,Withdrawn,Out,,Out,4/24/2019,Brennan Niall
525,,B,C,4/23/2017,Munnings,Ramblin Rosie,Roar,RamblinRosie,"Top Line Sales LLC, Agent XXVII",KY,14,10.1,155,4/17,"47,000",Not Sold,,,,Top Line Sales
526,,B,C,3/22/2017,Mineshaft,Rangerette,U S Ranger,Rangerette,"Woodford Thoroughbreds, Agent",KY,17,10.3,160,4/17,"K.O.I.D. Co., Ltd.","70,000",,,,Woodford Thoroughbreds
527,,B,C,4/15/2017,Competitive Edge,Rapid Ransom,Red Ransom,RapidRansom,"Eddie Woods, Agent XLIII",KY,11,21.0,23,4/17,"Brendan P. Walsh, Agent","180,000",,,,Woods Eddie
528,,GR/RO,C,3/11/2017,Cairo Prince,Ravionetta,Touch Gold,Ravionetta,Desert Thoroughbreds LLC,KY,16,10.4,43,4/17,"55,000",Not Sold,,,,Desert Thoroughbreds LLC
529,,CH,C,3/4/2017,More Than Ready,Reading Room,Indian Charlie,ReadingRoom,"de Meric Sales, Agent XXXII",KY,12,21.0,34,4/17,"K.O.I.D. Co., Ltd.","130,000",,,,de Meric Sales
530,,DB/BR,C,5/19/2017,Midnight Lute,Ready to Lead,More Than Ready,ReadytoLead,"Big Easy, Agent",KY,F,10.3,110,4/17,Ara Aprahamian,"22,000",,,,Big Easy
531,,CH,F,4/20/2017,Street Boss,Real Ruffian,Ghostzapper,RealRuffian,"Off the Hook LLC, Agent XV",FL,13,10.1,147,4/17,"K.O.I.D. Co., Ltd.","35,000",PS,,,Off the Hook LLC
532,,CH,F,2/1/2017,Carpe Diem,Rebuke,Carson City,Rebuke,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XXI",KY,5,20.3,57,4/17,Phoenix Thoroughbred (III) Ltd.,"475,000",,,,"Wavertree Stables, Inc."
533,,CH,C,4/18/2017,First Samurai,Reckless Betty,Fusaichi Pegasus,RecklessBetty,"Randy Miles, Agent",KY,18,out,,,Withdrawn,Out,,Out,4/14/2019,Miles Randy
534,Super Tiznow,B,C,5/9/2017,Tiznow,Redaspen,Bianconi,Redaspen,"Woodard Sales, Agent",PA,10,11.4,92,4/17,Withdrawn,Out,,Out,4/20/2019,Woodard Sales
535,,CH,F,4/7/2017,Commissioner,Red Brunette,Exclusive Quality,RedBrunette,"Julie Davies LLC, Agent XIV",KY,19,10.0,50,4/17,Withdrawn,Out,,Out,4/24/2019,Davies Julie
536,,CH,C,5/7/2017,Violence,Red Dot,Diesis (GB),RedDot,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",KY,5,21.1,33,4/17,Paul Mouttet,"20,000",,,,"Wavertree Stables, Inc."
537,,B,F,2/25/2017,Zivo,Redheads Rule,Big Brown,RedheadsRule,Corona Leaders Cup,NY,20,10.4,120,4/17,Hajal Thoroughbreds,"8,000",PS,,,Corona Leaders Cup
538,,B,F,2/17/2017,Malibu Moon,Red Hot Bertie,Tabasco Cat,RedHotBertie,"S G V Thoroughbreds LLC (Steven Venosa), Agent",NY,1,9.4,36,4/17,Withdrawn,Out,,Out,4/24/2019,S G V Thoroughbreds
539,,B,C,2/28/2017,The Big Beast,Red Hot Lover,Sword Dance (IRE),RedHotLover,"Blue River Bloodstock, Inc., Agent I",FL,18,21.3,41,4/17,"49,000",Not Sold,,,,Blue River Bloodstock
540,,B,F,3/29/2017,Palace,Red River Jane,Street Cry (IRE),RedRiverJane,"Hoppel's Horse & Cattle Co., Inc., Agent",KY,A,21.0,15,4/17,Pete Mattson,"35,000",PS,,,"Hoppel's Horse & Cattle Co., Inc."
541,,B,C,4/11/2017,Carpe Diem,Refinement,Seattle Slew,Refinement,"Woodside Ranch, Agent III",KY,1,out,,,Withdrawn,Out,,Out,4/18/2019,Woodside Ranch
542,Pertinent,CH,F,1/26/2017,Speightstown,Relevant,War Front,Relevant,"Harris Training Center LLC, Agent I",KY,13,10.0,151,4/17,"Ed Plesa, Agent for Karl & Cathi Glassman","160,000",,,,Harris Training Center LLC
543,,B,C,2/18/2017,Competitive Edge,Repeat,Bernardini,Repeat,"Cary Frommer LLC, Agent IV",KY,10,10.0,22,4/17,"Marette Farrell, Agent for Exline-Border Racing","300,000",,,,Frommer Cary
544,,B,C,1/21/2017,Palace,Reposessed,Jump Start,Reposessed,"Envision Equine, Agent",LA,D,21.0,74,4/17,Windylea Farm LLC,"80,000",PS,,,Envision Equine
545,,DB/BR,F,4/17/2017,Palace,Resentment,Tiz Wonderful,Resentment,"S G V Thoroughbreds LLC (Steven Venosa), Agent",NY,1,10.3,140,4/17,Big D Racing,"25,000",,,,S G V Thoroughbreds
546,Shanghai Skipper,DB/BR,C,4/6/2017,Shanghai Bobby,Restraining Order,Skip Trial,RestrainingOrder,"Mayberry Farm, Agent XVI",KY,B,10.2,96,4/17,Withdrawn,Out,,Out,4/24/2019,Mayberry Farm
547,,DB/BR,C,2/21/2017,Colonel John,Revello,Majestic Warrior,Revello,"Mayberry Farm, Agent VI",KY,B,10.2,9,4/17,"Jim Thompson, Agent","57,000",,,,Mayberry Farm
548,,DB/BR,C,3/10/2017,Mission Impazible,Rgirldoesn'tbluff,Pine Bluff,Rgirldoesntbluff,"Off the Hook LLC, Agent",NY,13,10.2,131,4/17,Run for Fun Racing,"12,000",,,,Off the Hook LLC
549,,DB/BR,C,1/31/2017,Union Rags,Ribbon Cutter,Elusive Quality,RibbonCutter,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XXII",ON,5,out,,,Withdrawn,Out,,Out,4/16/2019,"Wavertree Stables, Inc."
550,Determined Heart,DB/BR,F,5/1/2017,Mr Speaker,Right Place,Petionville,RightPlace,"Randy Miles, Agent VIII",KY,18,out,,,Withdrawn,Out,,Out,4/17/2019,Miles Randy
551,,B,F,3/5/2017,Tiznow,Right Prevails,Successful Appeal,RightPrevails,"Sequel Bloodstock, Agent",NY,9,10.2,54,4/17,Withdrawn,Out,,Out,4/24/2019,Sequel Bloodstock
552,,B,C,3/23/2017,More Than Ready,Rigorously,North Light (IRE),Rigorously,"Niall Brennan Stables, Agent XV",KY,8,out,,,Withdrawn,Out,,Out,4/14/2019,Brennan Niall
553,,GR/RO,C,3/25/2017,Kantharos,Riviera Blue,Mineshaft,RivieraBlue,"Flynt Fesmire, Agent I",FL,H,21.4,58,4/17,Grupo 7C Racing Stable,"55,000",,,,Fesmire Flynt
554,Daddy's Joy,CH,F,3/20/2017,Daddy Long Legs,Rockin Mandy,Bustin Stones,RockinMandy,"Ocala Bloodstock, Agent I",FL,16,10.1,68,4/17,Myracehorse.com & Slam Dunk Racing,"80,000",,,,Ocala Bloodstock
555,,B,C,3/15/2017,Chitu,Rockin On,Swiss Yodeler,RockinOn,"All In Sales (Tony Bowling), Agent",FL,F,10.0,45,4/17,"Donato Lanni, Agent","200,000",,,,All In Sales
556,,DB/BR,C,4/25/2017,Goldencents,Rock 'n Wolin,Not For Love,RocknWolin,"Pick View LLC, Agent X",NY,14,10.2,78,4/17,Withdrawn,Out,,Out,4/24/2019,Pick View LLC
