2023 OBS Spring Sale,,,,,,,,,,,,,,,,,,,,
"April 25-28, 2023",,Adjusted 7/28/23,,,,,,,,,,,,,,,,,,
Hip,Name,Color,Sex,Foal Date,Sire,Dam,Damsire,Sort by Dam,Consignor,State,Barn,UT Time,Set,Day,Buyer,Price,Post Sale,Out,Out Date,Alphabetic Consignor Sort
398,,B,C,4/15/2021,Bernardini,Gauche,Smart Strike,Gauche,Blas Perez Stables,KY,20,10.3,126,18-Apr,Mike Glazier,"25,000",,,,Perez Stables Blas 
399,,B,F,2/14/2021,Mitole,Gemini R N,Mineshaft,GeminiRN,"Julie Davies LLC, Agent IV",VA,19,9.4,28,18-Apr,Gentry,"400,000",,,,Davies Julie
400,,GR/RO,F,5/4/2021,Classic Empire,Generata,Mizzen Mast,Generata,Triple J Equine Sales,KY,15,10.1,83,18-Apr,S-One Bloodstock,"125,000",,,,Triple J Equine Sales
401,,B,C,4/20/2021,Catalina Cruiser,Gentle Gale,Storm Cat,GentleGale,"Omar Ramirez Bloodstock, Agent VIII",NY,15,out,,18-Apr,Withdrawn,Out,,out,4/17/2023,Ramirez Omar
402,Brennan's Honor,DB/BR,C,3/30/2021,Twirling Candy,Genuine Class,Birdstone,GenuineClass,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XXV",KY,5,10,79,18-Apr,"270,000",Not Sold,,,,"Wavertree Stables, Inc."
403,,B,C,2/12/2021,Distorted Humor,Ghosting,Ghostzapper,Ghosting,Sterling Thoroughbreds,NY,16,out,128,18-Apr,Withdrawn,Out,,out,4/26/2023,Sterling Thoroughbreds
404,,B,G,2/4/2021,Union Rags,Giant Leap,Giant's Causeway,GiantLeap,"Niki Purdom, Agent",KY,13,out,,18-Apr,Withdrawn,Out,,out,3/28/2023,Purdom Niki
405,,CH,C,4/11/2021,Goldencents,Giant Review,Giant's Causeway,GiantReview,"Gene Recio, Agent III",KY,17,10.1,115,18-Apr,"Shepherd Equine Advisors, Agent for Larry Hirsch","230,000",,,,Recio Gene
406,,CH,F,4/6/2021,Omaha Beach,Giant's Causey,Giant's Causeway,GiantsCausey,"Julie Davies LLC, Agent XV",KY,19,10,44,18-Apr,"Jeffrey Bloom, Agent for Nwadr Stables","210,000",,,,Davies Julie
407,,B,F,4/19/2021,Catalina Cruiser,Giant Screen,Candy Ride (ARG),GiantScreen,"Off the Hook LLC, Agent VI",CA,13,10.1,74,18-Apr,Charles Dunn,"100,000",,,,Off the Hook LLC
408,,B,C,1/30/2021,Fast Anna,Gidget Girl,Sky Mesa,GidgetGirl,"Randy Miles, Agent XXIV",KY,18,out,,18-Apr,Withdrawn,Out,,out,4/17/2023,Miles Randy
409,,CH,C,5/12/2021,Malibu Moon,Ginza,Kitten's Joy,Ginza,"Dark Star Thoroughbreds (Stori Atchison), Agent",FL,19,10.1,107,18-Apr,Makoto Kato,"50,000",,,,Dark Star Thoroughbreds
410,,B,C,4/27/2021,Enticed,Girl With a Curl,Curlin,GirlWithaCurl,"Coastal Equine LLC (Jesse Hoppel), Agent",NY,A,10.4,67,18-Apr,Gary Ellebracht,"6,000",,,,Coastal Equine LLC
411,,B,C,5/1/2021,Take Charge Indy,Giulietta,Dunkirk,Giulietta,"Tradewinds Farm, Agent II",KY,1,10.3,42,18-Apr,Jose A Llavona,"37,000",,,,Tradewinds Farm
412,,CH,F,4/24/2021,Street Boss,Gladiola,Shackleford,Gladiola,"Crane Thoroughbred Services LLC, Agent",KY,19,10.2,125,18-Apr,"Harmash Racing, Agent Lauren Robson","45,000",PS,,,Crane Clovis
413,,GR/RO,C,3/26/2021,Tapwrit,Glad Your Back,Speightstown,GladYourBack,"Julie Davies LLC, Agent XVII",KY,19,10,81,18-Apr,Bobby DiBona,"80,000",,,,Davies Julie
414,Fair Skies,B,C,4/25/2021,Midshipman,Glimpse,Touch Gold,Glimpse,"Grassroots Training & Sales LLC, Agent",MD,J,10.3,15,18-Apr,S.R.O.A. (KOID),"20,000",,,,Grassroots Training & Sales LLC
415,,CH,C,3/22/2021,Army Mule,Gloria Victoria,Primary Suspect,GloriaVictoria,"S B M Training and Sales, Agent VI",KY,3,10.3,110,18-Apr,Anita Velazquez,"40,000",,,,S B M Training and Sales
416,,B,C,4/25/2021,Gun Runner,Goforitmrsmiller,Speightstown,Goforitmrsmiller,"Randy Miles, Agent XI",KY,18,10.1,10,18-Apr,"875,000",Not Sold,,,,Miles Randy
417,,B,F,4/17/2021,Into Mischief,Goiaba,Speightstown,Goiaba,"Hidden Brook, Agent for Bonne Chance Farm LLC",KY,9,10,60,18-Apr,"C R K Stable, LLC","400,000",,,,Hidden Brook Farm
418,,B,F,4/12/2021,Upstart,Gold Edge,Eddington,GoldEdge,"Eddie Woods, Agent XLIX",KY,11,21.4,93,18-Apr,"50,000",Not Sold,,,,Woods Eddie
419,Scenario,CH,F,3/23/2021,Khozan,Golden Bucket,Mass Media,GoldenBucket,"Halcyon Hammock Farm, Agent II",FL,2,out,55,18-Apr,Withdrawn,Out,,out,4/26/2023,Halcyon Hammock Farm
420,,B,C,3/21/2021,Good Magic,Golden Finish,Chestertown Slew,GoldenFinish,"Flying Fish, Agent I",KY,15,10.2,25,18-Apr,"60,000",Not Sold,,,,Flying Fish
421,,GR/RO,F,3/30/2021,Cupid,Golden Jasmine,Goldencents,GoldenJasmine,"AVP Training and Sales, Agent III",KY,17,10.4,104,18-Apr,C.H.P.R.,"27,000",,,,AVP Training and Sales
422,Drama Queenie,DB/BR,F,1/3/2021,Cairo Prince,Golden Maria,Tiznow,GoldenMaria,"Golden Rock Thoroughbreds, Agent XV",LA,D,out,,18-Apr,Withdrawn,Out,,out,4/18/2023,Golden Rock Thoroughbreds
423,,B,C,2/11/2021,Candy Ride (ARG),Gold Medal Dancer,Medaglia d'Oro,GoldMedalDancer,"Britton Peak, Agent I",KY,9,10.3,101,18-Apr,Gaston Capote,"17,000",,,,Britton Peak
424,,B,C,2/12/2021,Catholic Boy,Gold N Shaft,Mineshaft,GoldNShaft,"Oak Creek Thoroughbreds, Agent II",KY,16,10.3,124,18-Apr,"Lex, Inc.","60,000",,,,Oak Creek Thoroughbreds
425,,B,C,5/5/2021,Speightstown,Gold Souk,Medaglia d'Oro,GoldSouk,"Lucan Bloodstock (Karl Keegan), Agent",LA,18,10,27,18-Apr,"95,000",Not Sold,,,,Lucan Bloodstock
426,,DB/BR,C,4/10/2021,Connect,Good Grammar,Exchange Rate,GoodGrammar,"Scanlon Training & Sales, Agent I",KY,1,10.2,146,18-Apr,Michael Kares,"50,000",,,,Scanlon Training Center
427,,GR/RO,C,5/13/2021,Not This Time,Goodness Unbridled,Unbridled's Song,GoodnessUnbridled,"Pick View LLC, Agent XII",KY,G,out,,18-Apr,Withdrawn,Out,,out,4/13/2023,Pick View LLC
428,,CH,C,5/6/2021,Freud,Goodn'ready,More Than Ready,Goodnready,"Grade One Investments LLC, Agent I",NY,14,10.2,54,18-Apr,"K.O.I.D Co., Ltd. (Chanibaram)","15,000",PS,,,Grade One Investments LLC
429,,CH,C,4/25/2021,Audible,Good Omen,Smart Strike,GoodOmen,"Cesar Loya Training & Sales, Agent I",KY,20,out,134,18-Apr,Withdrawn,Out,,out,4/26/2023,Loya Training & Sales Cesar 
430,,DB/BR,F,2/17/2021,Not This Time,Gorgelicious,More Than Ready,Gorgelicious,"McKathan Bros. Sales, Agent III",KY,6,35.4,131,18-Apr,Chuck Hovitz,"70,000",,,,McKathan Bros.
431,,B,C,3/3/2021,Street Boss,Gotta Have Her,Royal Academy,GottaHaveHer,"Eddie Woods, Agent XIV",KY,11,10.1,47,18-Apr,"120,000",Not Sold,,,,Woods Eddie
432,,CH,F,3/28/2021,Accelerate,Graceful Witch,Street Boss,GracefulWitch,"Grassroots Training & Sales LLC, Agent",KY,J,out,143,18-Apr,Withdrawn,Out,,out,4/23/2023,Grassroots Training & Sales LLC
433,,CH,C,2/17/2021,Catholic Boy,Granby Girl,Badge of Silver,GranbyGirl,"Top Line Sales LLC, Agent XXXII",KY,14,10.2,89,18-Apr,Anthony Foglia,"55,000",,,,Top Line Sales
434,,B,F,4/1/2021,Flameaway,Gran Lucky Girl,Maclean's Music,GranLuckyGirl,"Julie Davies LLC, Agent I",NY,19,out,6,18-Apr,Withdrawn,Out,,out,4/26/2023,Davies Julie
435,,DB/BR,C,4/16/2021,Munnings,Grateful,Hard Spun,Grateful,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",KY,5,21,7,18-Apr,Dennis O'Neill,"225,000",,,,"Wavertree Stables, Inc."
436,Phi Slama Jama,GR/RO,C,4/19/2021,Mineshaft,Gratzie,Two Punch,Gratzie,"Marcial Galan, Agent II",KY,D,10.1,140,18-Apr,"K.O.I.D. Co., Ltd.","45,000",,,,Galan Marcial
437,,B,C,2/16/2021,Mor Spirit,Greatest Reward,Grand Reward,GreatestReward,"Double G Sales, Agent II",FL,H,10.4,111,18-Apr,C.H.P.R.,"20,000",PS,,,Double G Sales
438,,DB/BR,C,2/14/2021,Classic Empire,Greed and Fear,Bob and John,GreedandFear,"de Meric Sales, Agent XXXV",KY,12,10.1,121,18-Apr,Ervin Rodriguez,"40,000",,,,de Meric Sales
439,,DB/BR,C,2/23/2021,Omaha Beach,Green Destiny,Super Saver,GreenDestiny,"Tom McCrocklin, Agent XXVII",KY,2,21,94,18-Apr,Granpollo Stables LLC,"130,000",,,,McCrocklin Tom
440,,B,F,4/9/2021,More Than Ready,Greenfield d'Oro,Medaglia d'Oro,GreenfielddOro,"Wavertree Stables, Inc. (Ciaran Dunne), Agent IX",KY,5,out,,18-Apr,Withdrawn,Out,,out,4/18/2023,"Wavertree Stables, Inc."
441,,B,F,4/3/2021,Munnings,Gris Gris,Spring At Last,GrisGris,"Eisaman Equine, Agent",KY,7,out,24,18-Apr,Withdrawn,Out,,out,4/18/2023,Eisaman Equine
442,,DB/BR,C,2/17/2021,Coal Front,Grogger,Purim,Grogger,"Envision Equine, Agent I",KY,5,10.1,120,18-Apr,Danny R Caldwell,"40,000",,,,Envision Equine
443,,B,F,5/15/2021,Mendelssohn,Guise,Exchange Rate,Guise,"Paul Sharp, Agent I",PA,C,10.2,99,18-Apr,Jay Hanley,"260,000",,,,Sharp Paul M.
444,,DB/BR,F,1/27/2021,Dialed In,Gulf View,Malibu Moon,GulfView,"Centofanti Thoroughbreds, Agent III",KY,15,10.1,40,22-Apr,"Nick J. Hines, for Michael Nentwig & R Falcone","95,000",,,,Centofanti Thoroughbreds
445,,B,C,4/29/2021,American Pharoah,Hachi (CHI),Seeking the Dia,HachiCHI,"Tradewinds Farm, Agent I",KY,1,out,,18-Apr,Withdrawn,Out,,out,4/13/2023,Tradewinds Farm
446,,B,C,4/21/2021,Alternation,Hagena,Honor Code,Hagena,"Bobby Dodd, Agent VIII",KY,10,10.3,57,18-Apr,Gary Ellebracht,"6,000",,,,Dodd Bobby
447,,B,C,5/7/2021,Vino Rosso,Halcyon,Arch,Halcyon,"Kings Equine, Agent IV",KY,1,10,100,18-Apr,"90,000",Not Sold,,,,Kings Equine
448,,CH,F,3/17/2021,Solomini,Halo's Surprise,Halo's Image,HalosSurprise,"Top Line Sales LLC, Agent XLV",NY,14,10,113,18-Apr,Jeffrey Bloom for America's Pastime Stables,"45,000",,,,Top Line Sales
449,,B,C,4/28/2021,Frosted,Handwoven,Indian Charlie,Handwoven,"Longoria Training & Sales, Agent II",KY,13,9.3,19,18-Apr,"Donato Lanni, Agent","900,000",,,,Longoria Training & Sales
450,,CH,C,3/14/2021,Ghostzapper,Hannahanna,Malibu Moon,Hannahanna,"Paul Sharp, Agent I",FL,C,10.1,9,18-Apr,Muir Hut Stables LLC,"575,000",,,,Sharp Paul M.
451,,CH,F,2/9/2021,World of Trouble,Happy Destiny,Congrats,HappyDestiny,"S B M Training and Sales, Agent I",LA,3,out,,18-Apr,Withdrawn,Out,,out,4/18/2023,S B M Training and Sales
452,,CH,F,4/2/2021,Flatter,Happy Face,Exchange Rate,HappyFace,Golden Thoroughbreds Training and Sales,FL,E,10,56,18-Apr,Rohan Crichton,"80,000",,,,Golden Thoroughbreds Training and Sales
453,Go Billy Go,B,C,2/9/2021,Free Drop Billy,Happy Honeymoon,Honour and Glory,HappyHoneymoon,"de Meric Sales, Agent XXXVII",FL,12,10.1,103,18-Apr,"70,000",Not Sold,,,,de Meric Sales
454,Patriarchal,B,C,5/17/2021,Catholic Boy,Happy Motoring,Harlan's Holiday,HappyMotoring,"Mason Springs Partnership (Marcus & Crystal Ryan), Agent IV",KY,20,out,138,18-Apr,Withdrawn,Out,,out,4/23/2023,Mason Springs Training Center LLC
455,,DB/BR,C,2/2/2021,Take Charge Indy,Harbour Vixen,Rockport Harbor,HarbourVixen,"Golden Rock Thoroughbreds, Agent XIV",ON,D,10.1,32,18-Apr,"3 Sons Racing, Lauren Robson, Agent","55,000",,,,Golden Rock Thoroughbreds
456,,B,F,4/20/2021,Candy Ride (ARG),Harlan's Romance,Harlan's Holiday,HarlansRomance,Grassroots Training & Sales LLC,KY,J,out,46,18-Apr,Withdrawn,Out,,out,4/26/2023,Grassroots Training & Sales LLC
457,,DB/BR,F,3/23/2021,Enticed,Hat Box,Street Cry (IRE),HatBox,Hernandez Stables,KY,16,10.2,53,18-Apr,Ted Barlas,"47,000",,,,Hernandez Angel
458,,CH,F,2/3/2021,Catalina Cruiser,Haute Style,Unusual Heat,HauteStyle,"Eisaman Equine, Agent",KY,7,10.1,141,18-Apr,"Clay Scherer, Agent","35,000",,,,Eisaman Equine
459,,B,C,3/27/2021,Upstart,Havana Miss,Zanjero,HavanaMiss,"Niall Brennan Stables, Agent VII",FL,8,10,17,18-Apr,Michael Vadini,"55,000",,,,Brennan Niall
460,,GR/RO,F,1/4/2021,Arrogate,Hay Dilly,Candy Ride (ARG),HayDilly,"White Lilac (Katie Miranda), Agent I",MD,17,10.2,76,18-Apr,"Mike Ryan, Agent for Peter Redekop BC Ltd.","250,000",,,,White Lilac (Katie Miranda)
461,,B,C,2/23/2021,Maximus Mischief,Heart Union,Dixie Union,HeartUnion,"Randy Miles, Agent VIII",KY,18,10.1,63,18-Apr,"65,000",Not Sold,,,,Miles Randy
462,Yellow Diamond,GR/RO,F,1/24/2021,Goldencents,Heather's Vision,Zensational,HeathersVision,"Paul Sharp, Agent XI",KY,C,10.1,149,18-Apr,Rick Hoover,"25,000",,,,Sharp Paul M.
463,,B,C,2/28/2021,Uncle Mo,Heat Street,Street Cry (IRE),HeatStreet,"Lucan Bloodstock (Karl Keegan), Agent",KY,18,out,97,18-Apr,Withdrawn,Out,,out,4/26/2023,Lucan Bloodstock
464,,B,F,1/30/2021,St Patrick's Day,Heat Transfer,Latent Heat,HeatTransfer,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",FL,5,21,109,18-Apr,"Peter Miller, Agent","58,000",,,,"Wavertree Stables, Inc."
465,,CH,C,3/7/2021,Free Drop Billy,Heavenly Bliss,Holy Bull,HeavenlyBliss,"Omar Ramirez Bloodstock, Agent XXXVIII",KY,15,10.2,68,18-Apr,C.H.P.R.,"19,000",PS,,,Ramirez Omar
466,,CH,C,3/16/2021,Omaha Beach,Heavenly Hill,City Zip,HeavenlyHill,"Mayberry Farm, Agent VII",KY,B,9.4,75,18-Apr,Spendthrift Farm & Nice Guys Stables,"650,000",,,,Mayberry Farm
467,,B,C,2/28/2021,City of Light,Heavenly Thought,War Front,HeavenlyThought,"Harris Training Center LLC, Agent II",NY,13,10.2,11,18-Apr,Taproot for Team Penney Racing LLC,"175,000",,,,Harris Training Center LLC
468,,B,C,4/11/2021,Uncle Mo,Heavenly View,Congrats,HeavenlyView,"Richardson Bloodstock, Agent",KY,6,21.2,84,18-Apr,"Richard Malouf, Scott Lake, Agent","170,000",,,,Richardson Bloodstock
469,,CH,C,3/5/2021,Solomini,Heaven's Humor,Drosselmeyer,HeavensHumor,Scenic Sales,NY,16,10.3,86,18-Apr,Dhaifallah Sultan Bin Omirah,"50,000",,,,Scenic Sales
470,,CH,C,2/17/2021,Munnings,Heavens Stairway,Decarchy,HeavensStairway,"Marcial Galan, Agent II",KY,D,10,20,18-Apr,Red Oak Farm,"175,000",,,,Galan Marcial
471,,CH,C,4/22/2021,Mucho Macho Man,Hedonism,Curlin,Hedonism,"Off the Hook LLC, Agent IX",KY,13,10.1,12,18-Apr,Rohan Crichton,"75,000",PS,,,Off the Hook LLC
472,Wine Responsibly,CH,C,2/24/2021,Vino Rosso,Held Accountable,Exchange Rate,HeldAccountable,"Sequel Bloodstock, Agent for Chester & Mary Broman",NY,9,10.1,50,18-Apr,"70,000",Not Sold,,,,Sequel Bloodstock
473,,B,C,4/21/2021,Audible,Helena the First,Lemon Drop Kid,HelenatheFirst,"Grassroots Training & Sales LLC, Agent",KY,J,out,26,18-Apr,Withdrawn,Out,,out,4/26/2023,Grassroots Training & Sales LLC
474,,CH,C,1/22/2021,Frosted,Helen Kathleen,Candy Ride (ARG),HelenKathleen,Navas Equine,KY,13,10.1,39,18-Apr,Ahmad Alabdullatif,"70,000",,,,Navas Equine
475,,B,F,1/22/2021,Sharp Azteca,Helloo Regina,Wilburn,HellooRegina,"Grassroots Training & Sales LLC, Agent",KY,J,out,73,18-Apr,Withdrawn,Out,,out,4/26/2023,Grassroots Training & Sales LLC
476,,GR/RO,F,1/18/2021,Mizzen Mast,Henley Hill (GB),Dansili (GB),HenleyHillGB,"Grassroots Training & Sales LLC, Agent II",KY,J,out,136,18-Apr,Withdrawn,Out,,out,4/26/2023,Grassroots Training & Sales LLC
477,,DB/BR,C,5/11/2021,Frosted,Herkimer Diamond,Rock Hard Ten,HerkimerDiamond,"Silvestre Chavez Thoroughbreds, Agent VIII",KY,17,10.3,33,18-Apr,Ahmad Alabdullatif,"45,000",,,,Chavez Thoroughbreds Silvestre 
478,,B,C,3/22/2021,Army Mule,Hermione's Magic,Forest Wildcat,HermionesMagic,"Envision Equine, Agent",FL,5,10,52,18-Apr,"Mike McDonald, Agent for Karen McCleave","145,000",,,,Envision Equine
479,Niki Nine Doors,B,F,3/27/2021,Cairo Prince,Hey Niki,Include,HeyNiki,"Paul Sharp, Agent VIII",KY,C,10,112,18-Apr,Ryan Ritt,"85,000",,,,Sharp Paul M.
480,,B,F,1/29/2021,Brody's Cause,High Cry,Street Cry (IRE),HighCry,"Coastal Equine LLC (Jesse Hoppel), Agent IX",FL,A,10.1,16,18-Apr,Clark O. Brewster,"37,000",,,,Coastal Equine LLC
481,,CH,C,2/22/2021,American Pharoah,High Heeled Girl,Malibu Moon,HighHeeledGirl,"Scanlon Training & Sales, Agent IV",KY,1,10,92,18-Apr,Narvick International,"300,000",,,,Scanlon Training Center
482,,B,F,3/5/2021,Warrior's Reward,High Resolve,Put It Back,HighResolve,"Top Line Sales LLC, Agent XLVI",FL,14,10.2,142,18-Apr,C.H.P.R.,"30,000",PS,,,Top Line Sales
483,,CH,F,2/11/2021,More Than Ready,High Tech,Data Link,HighTech,"de Meric Sales, Agent XXXII",KY,12,out,,18-Apr,Withdrawn,Out,,out,4/18/2023,de Meric Sales
484,,B,F,3/16/2021,Nyquist,Hi Holiday,Harlan's Holiday,HiHoliday,"Top Line Sales LLC, Agent XXV",KY,14,20.3,3,18-Apr,"Legion Bloodstock, Agent","175,000",,,,Top Line Sales
485,,GR/RO,C,3/12/2021,Omaha Beach,Hippocampus,Tapit,Hippocampus,"Eisaman Equine, Agent",KY,7,10.4,98,18-Apr,Nicholas Cammarano,"50,000",,,,Eisaman Equine
486,,CH,F,2/11/2021,Catalina Cruiser,History Made,Giant's Causeway,HistoryMade,Blas Perez Stables,KY,20,10.1,36,18-Apr,"Jun Park, Agent","30,000",,,,Perez Stables Blas 
487,,GR/RO,C,2/24/2021,The Factor,Holiday Diva,Lemon Drop Kid,HolidayDiva,"Julie Davies LLC, Agent XIV",PA,19,10.2,123,18-Apr,"Alistair Roden Bloodstock, Agent for Highfield","55,000",,,,Davies Julie
488,,DB/BR,C,1/23/2021,The Big Beast,Holiday Flare,Harlan's Holiday,HolidayFlare,Ocala Stud,FL,4,21,30,18-Apr,"Glassman LLC, Ellman, Plesa","160,000",,,,Ocala Stud
489,,B,F,2/17/2021,Street Sense,Holy Empress,Ghostzapper,HolyEmpress,"de Meric Sales, Agent XL",KY,12,10.1,62,18-Apr,Scotty Robin,"65,000",PS,,,de Meric Sales
490,,CH,F,2/2/2021,Malibu Moon,Holy Fashion,Holy Bull,HolyFashion,"Centofanti Thoroughbreds, Agent II",KY,15,9.4,51,18-Apr,"Ben McElroy, Agent for Next Wave","190,000",,,,Centofanti Thoroughbreds
491,,DB/BR,F,3/13/2021,Twirling Candy,Holy Flame,Pulpit,HolyFlame,Randy Miles,ON,18,out,,18-Apr,Withdrawn,Out,,out,4/17/2023,Miles Randy
492,Pizzicato,GR/RO,F,4/26/2021,Midnight Lute,Holy Roan,Macho Uno,HolyRoan,"Kilbride Stables, Agent I",KY,8,out,61,18-Apr,Withdrawn,Out,,out,4/25/2023,Kilbride Stables
493,,DB/BR,C,5/12/2021,Mor Spirit,Holy Wow,Put It Back,HolyWow,Grassroots Training & Sales LLC,IL,J,10.1,2,18-Apr,Okada Stud,"60,000",,,,Grassroots Training & Sales LLC
494,,DB/BR,F,3/18/2021,Street Sense,Homefieldadvantage,Ghostzapper,Homefieldadvantage,"Gene Recio, Agent III",KY,17,10,13,18-Apr,"West Point Thoroughbreds, L.E.B., Agent","290,000",,,,Recio Gene
495,,B,F,4/26/2021,Gun Runner,Homemade Mo Nae,Uncle Mo,HomemadeMoNae,"Gene Recio, Agent IV",FL,17,out,71,18-Apr,Withdrawn,Out,,out,4/26/2023,Recio Gene
496,,DB/BR,C,5/13/2021,Sharp Azteca,Homestake,Afleet Alex,Homestake,Nice and Easy Thoroughbreds,LA,16,10.1,69,18-Apr,Ahmad Alabdullatif,"90,000",,,,Nice and Easy Thoroughbreds
497,,DB/BR,C,5/1/2021,Awesome Slew,Hometown Discount,Grand Reward,HometownDiscount,Vargas Sales,FL,19,10.2,82,18-Apr,C.H.P.R.,"17,000",,,,Vargas Sales
498,,B,C,4/1/2021,Twirling Candy,Honest Answer,Tale of the Cat,HonestAnswer,"Off the Hook LLC, Agent I",KY,13,out,,18-Apr,Withdrawn,Out,,out,4/18/2023,Off the Hook LLC
499,,GR/RO,F,2/15/2021,Frosted,Honey Muffin,Candy Ride (ARG),HoneyMuffin,"Lucan Bloodstock (Karl Keegan), Agent",KY,18,10.1,132,18-Apr,"Joe Sharp, Agent","52,000",,,,Lucan Bloodstock
500,,B,C,4/1/2021,Omaha Beach,Hong Kong Silver,Badge of Silver,HongKongSilver,"Longoria Training & Sales, Agent II",KY,13,10,116,18-Apr,"Meah/Lloyd Bloodstock, Agt for Lucky Man Racing LL","70,000",,,,Longoria Training & Sales
501,,CH,C,5/14/2021,Klimt,Honored Promise,Speightstown,HonoredPromise,Navas Equine,KY,13,10,129,18-Apr,"High Point Bloodstock, Agent","110,000",,,,Navas Equine
502,,B,F,1/28/2021,Audible,Honour Isabel,Honour and Glory,HonourIsabel,"Tom McCrocklin, Agent V",FL,2,21.4,29,18-Apr,C.H.P.R.,"25,000",,,,McCrocklin Tom
503,,GR/RO,C,1/26/2021,Hit It a Bomb,Hooky,Skip Away,Hooky,Grassroots Training & Sales LLC,AR,J,10.3,122,18-Apr,"Chad Schumer, Agent","40,000",,,,Grassroots Training & Sales LLC
504,,DB/BR,F,4/14/2021,Yoshida (JPN),Hopefully,Tiznow,Hopefully,"S B M Training and Sales, Agent V",KY,3,10.1,91,18-Apr,C.H.P.R.,"25,000",,,,S B M Training and Sales
505,,CH,C,1/24/2021,Cupid,Hot N Hectic,Henny Hughes,HotNHectic,"Randy Miles, Agent III",KY,18,10.1,40,18-Apr,"West Point Thoroughbreds, L.E.B., Agent","170,000",,,,Miles Randy
506,,DB/BR,F,3/24/2021,City of Light,Hot Summer,Malibu Moon,HotSummer,"Julie Davies LLC, Agent II",KY,19,out,64,18-Apr,Withdrawn,Out,,out,4/26/2023,Davies Julie
507,Practitioner,B,F,4/12/2021,Classic Empire,How,Indian Charlie,How,"Azpurua Stables, Agent I",KY,16,out,,18-Apr,Withdrawn,Out,,out,4/7/2023,Azpurua Stables
508,,B,F,2/11/2021,Algorithms,Hug Doc,Medaglia d'Oro,HugDoc,"Omar Ramirez Bloodstock, Agent",NY,15,21,8,18-Apr,Clear Stars Stable & Mitre Box Stable,"80,000",,,,Ramirez Omar
509,Jake's Affection,DB/BR,C,3/20/2021,Big Blue Kitten,Hugh Achoo,Milwaukee Brew,HughAchoo,"JMC Equine Sales LLC, Agent II",KY,E,out,,18-Apr,Withdrawn,Out,,out,4/15/2023,JMC Sales
510,,B,C,5/8/2021,Justify,Iadorakid,Lemon Drop Kid,Iadorakid,"Paul Sharp, Agent IV",KY,C,10,41,18-Apr,Mick Wallace Agt for Gandharvi Stable,"750,000",,,,Sharp Paul M.
511,,B,F,3/28/2021,Mitole,Ice Women,Street Sense,IceWomen,"Eddie Woods, Agent XI",IN,11,out,4,18-Apr,Withdrawn,Out,,out,4/26/2023,Woods Eddie
512,,GR/RO,C,4/10/2021,The Factor,Idle Talk,Olmodavor,IdleTalk,"Gene Recio, Agent III",MD,17,10.2,147,18-Apr,"35,000",Not Sold,,,,Recio Gene
513,,GR/RO,C,4/30/2021,Arrogate,Ifurhappynuknowit,Bernardini,Ifurhappynuknowit,"Cesar Loya Training & Sales, Agent II",KY,20,21.1,38,18-Apr,"B S W / Crow Colts Group, Ghandarvi, Spendthrift, ","410,000",,,,Loya Training & Sales Cesar 
514,,CH,C,2/1/2021,Speightstown,I Know That Mom,Distorted Humor,IKnowThatMom,"McKathan Bros. Sales, Agent I",KY,6,10,31,18-Apr,Flatland Racing / James Clay,"250,000",,,,McKathan Bros.
515,,B,F,4/17/2021,Mitole,Illegal Search,Officer,IllegalSearch,"Parrish Farms, Agent",KY,9,10,80,18-Apr,Mark Norman,"87,000",,,,Parrish Farms
516,Bolt Bolt Bolt,B,C,3/16/2021,Bolt d'Oro,I Love America,Quiet American,ILoveAmerica,"de Meric Sales, Agent I",KY,12,10,48,18-Apr,"105,000",Not Sold,,,,de Meric Sales
517,,B,F,2/8/2021,Bahamian Squall,I'maclassybabe,Munnings,Imaclassybabe,"Silvestre Chavez Thoroughbreds, Agent XII",FL,17,10.2,96,18-Apr,"20,000",Not Sold,,,,Chavez Thoroughbreds Silvestre 
518,,GR/RO,F,3/6/2021,Liam's Map,Imprint,Quality Road,Imprint,"Top Line Sales LLC, Agent XIII",KY,14,20.4,45,18-Apr,"Klaravich Stable, Inc.","285,000",,,,Top Line Sales
519,Last Minute,B,C,4/14/2021,The Factor,Improv,Distorted Humor,Improv,"Wavertree Stables, Inc. (Ciaran Dunne), Agent X",KY,5,9.4,65,18-Apr,Carolyn Wilson,"475,000",,,,"Wavertree Stables, Inc."
520,,B,F,3/21/2021,Twirling Candy,I'm So Fancy,Unbridled's Song,ImSoFancy,"de Meric Sales, Agent XII",KY,12,9.4,1,18-Apr,"Heiligbrodt, Jackpot, Whispering Oaks,  Brewster","375,000",PS,,3/21/2023,de Meric Sales
521,,CH,C,2/3/2021,Mendelssohn,In a Snit,Lookin At Lucky,InaSnit,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",KY,5,10.2,133,18-Apr,Danny R Caldwell,"42,000",,,,"Wavertree Stables, Inc."
522,,B,C,3/2/2021,Connect,Indexation,Malibu Moon,Indexation,"de Meric Sales, Agent XIV",KY,12,out,,18-Apr,Withdrawn,Out,,out,4/18/2023,de Meric Sales
523,,B,C,3/7/2021,Flatter,Indian Carlie,Indian Charlie,IndianCarlie,"Kings Equine, Agent VII",KY,1,10,21,18-Apr,"Nick J. Hines, Agent","50,000",PS,,,Kings Equine
